"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $2930.36/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method","PrivateNote"
"0xc403e1cce3a10f295a24412bba4e96956efa28ea60484fa3d000bc95e4b3b8af","11599526","1609916398","2021-01-06 06:59:58","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.036852294","107.99048824584","1210.59","","","Withdraw",""
"0xe41ea4ee20e920a1fe7aaf40f7ed6c9c63a9d9805c9659b611bd1aba6b38d5ad","11599557","1609916822","2021-01-06 07:07:02","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.03717499196372929","108.936109450834","1210.59","","","Withdraw",""
"0x737ed3529790ae5a184e3d3fde54f6d367dc4c089a72405b44eb5ffabf2e981e","11600688","1609931707","2021-01-06 11:15:07","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.04197299638455","122.99598968543","1210.59","","","Withdraw",""
"0x05cdcc8224cd220c9db1cf3613132d3b7686fb41e7c6011c9ef51639682519c6","11603679","1609970878","2021-01-06 22:07:58","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.03524631625","103.28439528635","1210.59","","","Withdraw",""
"0x47f080ea3e3f184b56a28bc0243fff05f1e4e6e1bb8aa7d3cdd922dec97ab333","11603735","1609971576","2021-01-06 22:19:36","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.0349587925","102.4418471903","1210.59","","","Withdraw",""
"0x55ca11777bfd5afd4110ae444f5b70497ab504133e2f43154539621714dd1834","11604296","1609979314","2021-01-07 00:28:34","0x93ebf65d919fc6d9b2bd655108abec7af33f9542","0xa8af5873c59dca72e632930bb683b9b749b82f3c","","0.563595","0","1651.5362442","0.00252","7.3845072","1225.50","","","Transfer",""
"0x3f478577a5ea4bafeda877f3939fdf1d33cb1c83627f9417b8614ac6fddc08f8","11604771","1609985678","2021-01-07 02:14:38","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.04697017","137.6395073612","1225.50","","","Withdraw",""
"0x352fa515455263ad331d421902cb6fc3a51d516701feb0630551287b1bb865f9","11604835","1609986510","2021-01-07 02:28:30","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.04697017","137.6395073612","1225.50","","","Withdraw",""
"0xc5cf79ee6311133f84fac3ebc87baee26116f651bfb556c55900f8cd1f60cda8","11608348","1610032791","2021-01-07 15:19:51","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.049494401223266714","145.036413568612","1225.50","","","Withdraw",""
"0x5585c2f3d11cf6f090d5a49b405e070002efb54a4e717a04f794f6349cadc912","11608356","1610032862","2021-01-07 15:21:02","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.0496750375","145.5657428885","1225.50","","","Withdraw",""
"0x0da4800ce4847a040abdb5e2da9d8f75a76d34aefd595454c77bad032f2c0440","11609897","1610054232","2021-01-07 21:17:12","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.0471431871125","138.146509786985","1225.50","","","Withdraw",""
"0x85599d90272367d6d7e56c6edfabe91e940b63f392af76833566cb693dbbfd4d","11610887","1610067542","2021-01-08 00:59:02","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.040101303","117.51125425908","1216.98","","","Withdraw",""
"0xc2a556acb4a6e16d921e5024a633868a8b3fa7cd13114f5542415750fd3dfba0","11611202","1610071587","2021-01-08 02:06:27","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.05828705088997929","170.80204244596","1216.98","","","Withdraw",""
"0xc8cfaf680785499bee37618a283fe13d252225c41c81889c0dc10b65be2c24d8","11612515","1610088722","2021-01-08 06:52:02","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.03845586635","112.689532517386","1216.98","","","Withdraw",""
"0x4e39561a943874abfe1196cefc4499e086ae85bf97dea7d8fa1af6856d1f3682","11612914","1610093959","2021-01-08 08:19:19","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.04346092535","127.356157208626","1216.98","","","Withdraw",""
"0x74bb3dcdbe434c38194edbe27526c6e5bdf89b27e7b11eb23e41d17776f019b0","11612986","1610094877","2021-01-08 08:34:37","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.04251066425","124.57155009163","1216.98","","","Withdraw",""
"0xf47949407a6357277be2b940fb4363cb52a98629297caa21979e96de4d2742f4","11614329","1610112157","2021-01-08 13:22:37","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.054759184685283925","160.464124434369","1216.98","","","Withdraw",""
"0x1b062a8f520fd1d76efd5c19ca00ee7831a172534aaf2c7e6862581ba72a22c3","11614394","1610113057","2021-01-08 13:37:37","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.05718594105","167.575394215278","1216.98","","","Withdraw",""
"0x6ee86bc2678c06afccc1a058d1c789f7cc270bd959b2e5b5e519bbe9310f77d3","11614512","1610114736","2021-01-08 14:05:36","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.064636348666537909","189.407770678476","1216.98","","","Withdraw",""
"0x6e1d901fd26ca4c4e25963718d55a8f8593217666b003475141387af9a53151d","11615274","1610124748","2021-01-08 16:52:28","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.06337005425","185.69707217203","1216.98","","","Withdraw",""
"0xbb74c659dc59e01058aa13cafd65a50a0efb9389585002eb98f75c5aace69af8","11615291","1610124931","2021-01-08 16:55:31","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.0581945233025","170.530903304714","1216.98","","","Withdraw",""
"0xcac0b783d7c1b81f53c77cb959b8b33dba0403f0f9d06481de54cd2728db2cd6","11615305","1610125038","2021-01-08 16:57:18","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.0576287855","168.87308787778","1216.98","","","Withdraw",""
"0xec42d44e7ed4ac2600ffcb17c46ccada5db4f814f7a4e3baa96e9b290b7f1b31","11616434","1610140117","2021-01-08 21:08:37","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.05157451247","151.131888361589","1216.98","","","Withdraw",""
"0x13c24a497f1bb5c633d6a7b1d55bf9aff58cd87ac2a9af3b4e72334729591fe0","11616546","1610141623","2021-01-08 21:33:43","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.0525116898485","153.87815546445","1216.98","","","Withdraw",""
"0x9e7e2f9c8d7b52709335a9a6367586b2a97d8cd72aa45ecf72811977384ee529","11618254","1610163908","2021-01-09 03:45:08","0x93ebf65d919fc6d9b2bd655108abec7af33f9542","0xa8af5873c59dca72e632930bb683b9b749b82f3c","","2.496675","0","7316.156553","0.002205","6.4614438","1279.96","","","Transfer",""
"0x049e7a308d93abfc5349f33571829a4030c77ecb85481db37db06b61c0a8cc7b","11619246","1610177268","2021-01-09 07:27:48","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.02472224028198805","72.4450640327265","1279.96","","","Withdraw",""
"0xde6c67122684b5230628e321bd55e6a772062d5c0d404cdfda5b14a009e094e4","11620703","1610197301","2021-01-09 13:01:41","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.0254714385","74.64048452286","1279.96","","","Withdraw",""
"0xaabdb691ee09013e8d169b74c216eb62b6b8f2415323a8653bf324d1e2de4894","11623049","1610228213","2021-01-09 21:36:53","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.03901478504944448","114.32736551749","1279.96","","","Withdraw",""
"0x7ce2d153963123d44efcd9a702c8ab01330ae0ec04bf596d8f336448755aaa2a","11624010","1610241078","2021-01-10 01:11:18","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.027096375","79.402133445","1255.72","","","Withdraw",""
"0xc501e7d58dbc29342a812bcdb8af208999bf1a2465e280951a762ec50f8ede12","11624018","1610241158","2021-01-10 01:12:38","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.027095475","79.399496121","1255.72","","","Withdraw",""
"0x0af16f5fd4042f195dc5b3b19956366f0489d1a33f2e945ea442f4bedbc6172c","11624024","1610241223","2021-01-10 01:13:43","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.0272742995","79.92351628282","1255.72","","","Withdraw",""
"0xf703641a9fd45b2337fef0a28c29f9085f051db0b4332d2f91a38050d81d0dcb","11624030","1610241283","2021-01-10 01:14:43","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.026824495765","78.6054294099254","1255.72","","","Withdraw",""
"0x581106a0b38e637125101694af2db37b704de643d289076cb2fe5d60f0085d7f","11624037","1610241389","2021-01-10 01:16:29","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.027095475","79.399496121","1255.72","","","Withdraw",""
"0x0e8a04accdb4046ab02b53d5d1685cede7943f39725030f34aa48994a180cc4a","11624043","1610241444","2021-01-10 01:17:24","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.0272770175","79.9314810013","1255.72","","","Withdraw",""
"0x13a32a9d3161f3470bd8e43c424477765f0a1c3b94c99dabc9f59afdf5a85666","11624080","1610241947","2021-01-10 01:25:47","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.0282876759","82.893073950324","1255.72","","","Withdraw",""
"0x325a6367008907bc6ce00a0dc8d22e2a55d326a8469b89ac561571147f4d061a","11624177","1610243117","2021-01-10 01:45:17","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.029042401002369117","85.1046902013024","1255.72","","","Withdraw",""
"0x6531eca82e37b40d30f386df4db23dba380aca7cd700be14ba126c1e6d96d301","11624183","1610243253","2021-01-10 01:47:33","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.03025661375","88.66277066845","1255.72","","","Withdraw",""
"0xd4dd47fa61a61f6ae28b6721eb9422d96da8b18647cf9186e62c080b5b6c4219","11624194","1610243467","2021-01-10 01:51:07","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.030344916","88.92152804976","1255.72","","","Withdraw",""
"0xa28b3fddd1a96ea4a163fe0a42ba93e0ecff77d0a478726a3ecb2c4b99977883","11624199","1610243532","2021-01-10 01:52:12","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.03016529376372053","88.3951702334561","1255.72","","","Withdraw",""
"0x77c21f6562fcd89257269f504a6d75167455010f69fab2bc66ae3188a565ee3a","11625118","1610255779","2021-01-10 05:16:19","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.022883909685","67.0580935845366","1255.72","","","Withdraw",""
"0x8adf8755e0d3cc8fe1cbc4c5842f2c268bc6ef92cb04437a48b956e547d99106","11625459","1610260200","2021-01-10 06:30:00","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.02590201845","75.902238785142","1255.72","","","Withdraw",""
"0x8619088c601e419ff77c8e0e9069cb478f551b9338fe1aed447dc6571a7c5063","11625473","1610260409","2021-01-10 06:33:29","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.0238350127665","69.8451680104409","1255.72","","","Withdraw",""
"0x041af2b94b09d6c4872e7e2338b9d9162b8d1993544b614cbae7302134f62eea","11626646","1610275949","2021-01-10 10:52:29","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.03701364825","108.46331428587","1255.72","","","Withdraw",""
"0x85736ddc4ab846d02300b5a905d15235c96dd77941296bbbee3279d0d3199c75","11627423","1610285975","2021-01-10 13:39:35","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.02424222376373805","71.0384428283074","1255.72","","","Withdraw",""
"0x23d0b1cc83dfa0393583f8e3748088328199a03cca441b7fa59d6cc230f54c2d","11627433","1610286066","2021-01-10 13:41:06","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.02442024869872929","71.5601199768084","1255.72","","","Withdraw",""
"0x5baf449bf6c764f01e29b819b9a8b2d4141fece92d7c99bc4d946217401176d7","11627439","1610286177","2021-01-10 13:42:57","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.02453887792501044","71.9077463163336","1255.72","","","Withdraw",""
"0x15a243e77d49d567ac3ee8138e26aa5b26121ab87111e685af2d924fa9512f53","11627445","1610286284","2021-01-10 13:44:44","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.0245980030025","72.0810040784059","1255.72","","","Withdraw",""
"0x9a8f8f5e58cb8f4ee43a7d54437ad1f718152a96cefda1c3c312f51410d3ba84","11627452","1610286369","2021-01-10 13:46:09","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.02456927381122929","71.9968172054739","1255.72","","","Withdraw",""
"0x93b8e917784424b3d6348a2a675188d30cdd4be84a37e4d6e8703fc6d878ec9d","11627473","1610286617","2021-01-10 13:50:17","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.0245704509225","72.0002665652571","1255.72","","","Withdraw",""
"0x7c95c8a24d0a41360b13d3579b2d2faa4b55c6731f53f57cc8a512b301a6dd72","11627484","1610286720","2021-01-10 13:52:00","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.02453887792501044","71.9077463163336","1255.72","","","Withdraw",""
"0x7e8ce0db8952c694a34419e1ce1e14d6fdafc46efcb8f74b1473ee06e8435b85","11627495","1610286853","2021-01-10 13:54:13","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.02442105983873805","71.5624969090444","1255.72","","","Withdraw",""
"0x3cc015e5a984d2ef9cae9e1401c06963e1cfef2d360ba1f5b04e6ba381b1005e","11627500","1610286909","2021-01-10 13:55:09","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.024022848135","70.3955932608786","1255.72","","","Withdraw",""
"0x57ce4296cd7ec658518dc3c136e44a840613a0254e0d65a1cf4c5cd11ea37ee4","11627506","1610286996","2021-01-10 13:56:36","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.023845602","69.87619827672","1255.72","","","Withdraw",""
"0xe8f6bc56e4ce6db2256b904b613dd69d3dbd6cd3c29a2a83a6790c51a70590fb","11627512","1610287079","2021-01-10 13:57:59","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.02256299765","66.117705793654","1255.72","","","Withdraw",""
"0xbf8ff8721170ffe41beea459d7d79525457b3803b3fbd5e4b8a3f7c9d3431322","11627518","1610287149","2021-01-10 13:59:09","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.022038385","64.5804018686","1255.72","","","Withdraw",""
"0xccd77a4e5c9eb8e733e0b616571b307677ca6f0cc80bcd2708a10fd6d85f100d","11627615","1610288273","2021-01-10 14:17:53","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.01896827341224681","55.5838696763116","1255.72","","","Withdraw",""
"0x9809aef2a75a8efb1ef844265ffdaef6b501cf6a3d64e10ee1613714f889c8ea","11632229","1610349915","2021-01-11 07:25:15","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.1065500241","312.229928621676","1088.37","","","Withdraw",""
"0x21c5eed7ff2f95f9a954f5e42b879e043257faa400c1dfd66cd1da5aafa2fc8c","11632807","1610357775","2021-01-11 09:36:15","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.0635478305","186.21802058398","1088.37","","","Withdraw",""
"0x0aad2b2dccb20a4dec3e6fa4edbebdc4a96e800effef91ac2e0f646d1633f570","11633094","1610361498","2021-01-11 10:38:18","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.050991204","149.42258455344","1088.37","","","Withdraw",""
"0x15df6441ccb1db8e103c3f932926b968d6d4a1ea18002f05244c791b6bf9e7c9","11636559","1610406979","2021-01-11 23:16:19","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.0398658504","116.821293378144","1088.37","","","Withdraw",""
"0x159a5d8d7631d054dee87833e3629d8a3a3e587a9d0d6ebffc457f65cb1e9c37","11637412","1610418300","2021-01-12 02:25:00","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.029266029","85.76000074044","1050.04","","","Withdraw",""
"0xd1c21bffb9bc500ad4ec6b8ec8ee8d3b71c5eb42d6069d10a1ba22f21dc9fece","11637633","1610421040","2021-01-12 03:10:40","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.02167638","63.5195968968","1050.04","","","Withdraw",""
"0x85e857ddb2fdcca42ccc02681bee8e6acbb6712c1effa02fa269f46a6413c7bb","11637814","1610423415","2021-01-12 03:50:15","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.024074886","70.54808293896","1050.04","","","Withdraw",""
"0x35085e547bcfdc2119f2b1b5985a65b605be6cffe3f1360b4adbb666b4209add","11641740","1610475388","2021-01-12 18:16:28","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.0306720777","89.880229608972","1050.04","","","Withdraw",""
"0x516396c65ff047b63e3faafdf595426270cd19873f795320dc4c76061eddcc45","11641750","1610475475","2021-01-12 18:17:55","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.0300910421","88.177586128156","1050.04","","","Withdraw",""
"0xc16d2a82a60ab5962ee34c24ffb5cf21ee6db17b76ef2134c05f3d9113585a89","11642567","1610486173","2021-01-12 21:16:13","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.021539046252","63.1171595750107","1050.04","","","Withdraw",""
"0x05ee7892606cb38594903a655d8e6cebf172c43399877e0ef7d88377f11d25ce","11644910","1610517854","2021-01-13 06:04:14","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.01931305","56.594189198","1129.84","","","Withdraw",""
"0xe641a01f80b018d4574236c6b59abeec4e7803d54d2c68f18a660249458c7394","11645887","1610531142","2021-01-13 09:45:42","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.0231771","67.917246756","1129.84","","","Withdraw",""
"0xebc8187967bdcc03de5a26b34be43ae41ea0e2e662aace927ec568428892d3ea","11646940","1610545333","2021-01-13 13:42:13","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.02394967","70.1811549812","1129.84","","","Withdraw",""
"0x5125dd65f3c8c8d6f1e7fa2ef762ce9dfd45d941e733a8d240a9ab880ac5cf0c","11648359","1610562964","2021-01-13 18:36:04","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.01921767903198805","56.3147179281765","1129.84","","","Withdraw",""
"0x1734d7c9b077e498eb4299a128077292effe839eb420390300d94d1ba67f84e8","11649417","1610576441","2021-01-13 22:20:41","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.022897754675","67.098664389433","1129.84","","","Withdraw",""
"0x5a142119e2e8b6901f01f61867351e3b4430f5bf9ca2b530db134127c3b5bcaa","11649971","1610583543","2021-01-14 00:19:03","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.0261136772","76.522475119792","1232.11","","","Withdraw",""
"0xf51eea073f5ac5731d5cf195498fccbfb2b02f988c34edb320bf5933dd6a73f4","11650130","1610585710","2021-01-14 00:55:10","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.02763869175","80.99131675653","1232.11","","","Withdraw",""
"0x078f10436e2a923ad8c178acd68e6616bd8c6741de3e141655df16840dbd785f","11650153","1610585948","2021-01-14 00:59:08","0xa8af5873c59dca72e632930bb683b9b749b82f3c","0x905b63fff465b9ffbf41dea908ceb12478ec7601","","0","0","0","0.024540913617","71.9137116267121","1232.11","","","Withdraw",""
